"team","eventname","score_change","score","event","ranking","region","season"
"Retirees","spr_reg3",0,110,11,19,"oce","2021-2022"
"Retirees","spr_maj",0,110,12,19,"oce","2021-2022"
"1620 Kings","fall_reg1",40,40,1,15,"oce","2021-2022"
"1620 Kings","fall_reg2",0,40,2,17,"oce","2021-2022"
"1620 Kings","fall_reg3",110,150,3,14,"oce","2021-2022"
"1620 Kings","fall_maj",0,150,4,14,"oce","2021-2022"
"1620 Kings","win_reg1",60,210,5,11,"oce","2021-2022"
"1620 Kings","win_reg2",110,320,6,10,"oce","2021-2022"
"1620 Kings","win_reg3",110,430,7,10,"oce","2021-2022"
"1620 Kings","win_maj",0,430,8,10,"oce","2021-2022"
"1620 Kings","spr_reg1",-430,0,9,22,"oce","2021-2022"
"1620 Kings","spr_reg2",0,0,10,22,"oce","2021-2022"
"1620 Kings","spr_reg3",0,0,11,22,"oce","2021-2022"
"1620 Kings","spr_maj",0,0,12,22,"oce","2021-2022"
"Big GOOSE","fall_reg1",70,70,1,12,"oce","2021-2022"
"Big GOOSE","fall_reg2",0,70,2,16,"oce","2021-2022"
"Big GOOSE","fall_reg3",0,70,3,17,"oce","2021-2022"
"Big GOOSE","fall_maj",0,70,4,17,"oce","2021-2022"
"Big GOOSE","win_reg1",110,180,5,12,"oce","2021-2022"
"Big GOOSE","win_reg2",110,290,6,13,"oce","2021-2022"
"Big GOOSE","win_reg3",160,450,7,9,"oce","2021-2022"
"Big GOOSE","win_maj",0,450,8,9,"oce","2021-2022"
"Big GOOSE","spr_reg1",-450,0,9,23,"oce","2021-2022"
"Big GOOSE","spr_reg2",0,0,10,23,"oce","2021-2022"
"Big GOOSE","spr_reg3",0,0,11,23,"oce","2021-2022"
"Big GOOSE","spr_maj",0,0,12,23,"oce","2021-2022"
"Bros On Their Toes","fall_reg1",0,0,1,17,"oce","2021-2022"
"Bros On Their Toes","fall_reg2",150,150,2,12,"oce","2021-2022"
"Bros On Their Toes","fall_reg3",0,150,3,15,"oce","2021-2022"
"Bros On Their Toes","fall_maj",0,150,4,15,"oce","2021-2022"
"Bros On Their Toes","win_reg1",-150,0,5,21,"oce","2021-2022"
"Bros On Their Toes","win_reg2",0,0,6,22,"oce","2021-2022"
"Bros On Their Toes","win_reg3",0,0,7,24,"oce","2021-2022"
"Bros On Their Toes","win_maj",0,0,8,21,"oce","2021-2022"
"Bros On Their Toes","spr_reg1",0,0,9,24,"oce","2021-2022"
"Bros On Their Toes","spr_reg2",0,0,10,24,"oce","2021-2022"
"Bros On Their Toes","spr_reg3",0,0,11,24,"oce","2021-2022"
"Bros On Their Toes","spr_maj",0,0,12,24,"oce","2021-2022"
"Business as Usual","fall_reg1",0,0,1,18,"oce","2021-2022"
"Business as Usual","fall_reg2",0,0,2,20,"oce","2021-2022"
"Business as Usual","fall_reg3",0,0,3,22,"oce","2021-2022"
"Business as Usual","fall_maj",0,0,4,21,"oce","2021-2022"
"Business as Usual","win_reg1",0,0,5,22,"oce","2021-2022"
"Business as Usual","win_reg2",0,0,6,23,"oce","2021-2022"
"Business as Usual","win_reg3",0,0,7,25,"oce","2021-2022"
"Business as Usual","win_maj",0,0,8,22,"oce","2021-2022"
"Business as Usual","spr_reg1",0,0,9,25,"oce","2021-2022"
"Business as Usual","spr_reg2",80,80,10,19,"oce","2021-2022"
"Business as Usual","spr_reg3",-80,0,11,25,"oce","2021-2022"
"Business as Usual","spr_maj",0,0,12,25,"oce","2021-2022"
"Corn Titans","fall_reg1",40,40,1,16,"oce","2021-2022"
"Corn Titans","fall_reg2",0,40,2,18,"oce","2021-2022"
"Corn Titans","fall_reg3",-40,0,3,23,"oce","2021-2022"
"Corn Titans","fall_maj",0,0,4,22,"oce","2021-2022"
"Corn Titans","win_reg1",0,0,5,23,"oce","2021-2022"
"Corn Titans","win_reg2",0,0,6,24,"oce","2021-2022"
"Corn Titans","win_reg3",0,0,7,26,"oce","2021-2022"
"Corn Titans","win_maj",0,0,8,23,"oce","2021-2022"
"Corn Titans","spr_reg1",0,0,9,26,"oce","2021-2022"
"Corn Titans","spr_reg2",0,0,10,25,"oce","2021-2022"
"Corn Titans","spr_reg3",0,0,11,26,"oce","2021-2022"
"Corn Titans","spr_maj",0,0,12,26,"oce","2021-2022"
"Ex-Collateral eSports","fall_reg1",0,0,1,21,"oce","2021-2022"
"Ex-Collateral eSports","fall_reg2",40,40,2,19,"oce","2021-2022"
"Ex-Collateral eSports","fall_reg3",0,40,3,19,"oce","2021-2022"
"Ex-Collateral eSports","fall_maj",0,40,4,19,"oce","2021-2022"
"Ex-Collateral eSports","win_reg1",-40,0,5,26,"oce","2021-2022"
"Ex-Collateral eSports","win_reg2",0,0,6,27,"oce","2021-2022"
"Ex-Collateral eSports","win_reg3",0,0,7,29,"oce","2021-2022"
"Ex-Collateral eSports","win_maj",0,0,8,26,"oce","2021-2022"
"Ex-Collateral eSports","spr_reg1",0,0,9,28,"oce","2021-2022"
"Ex-Collateral eSports","spr_reg2",0,0,10,27,"oce","2021-2022"
"Ex-Collateral eSports","spr_reg3",0,0,11,27,"oce","2021-2022"
"Ex-Collateral eSports","spr_maj",0,0,12,27,"oce","2021-2022"
"Ex-Eclipse","fall_reg1",0,0,1,22,"oce","2021-2022"
"Ex-Eclipse","fall_reg2",0,0,2,23,"oce","2021-2022"
"Ex-Eclipse","fall_reg3",0,0,3,26,"oce","2021-2022"
"Ex-Eclipse","fall_maj",0,0,4,25,"oce","2021-2022"
"Ex-Eclipse","win_reg1",110,110,5,16,"oce","2021-2022"
"Ex-Eclipse","win_reg2",60,170,6,16,"oce","2021-2022"
"Ex-Eclipse","win_reg3",0,170,7,15,"oce","2021-2022"
"Ex-Eclipse","win_maj",-170,0,8,27,"oce","2021-2022"
"Ex-Eclipse","spr_reg1",0,0,9,29,"oce","2021-2022"
"Ex-Eclipse","spr_reg2",0,0,10,28,"oce","2021-2022"
"Ex-Eclipse","spr_reg3",0,0,11,28,"oce","2021-2022"
"Ex-Eclipse","spr_maj",0,0,12,28,"oce","2021-2022"
"Fire Breathing Ducks","fall_reg1",110,110,1,9,"oce","2021-2022"
"Fire Breathing Ducks","fall_reg2",110,220,2,9,"oce","2021-2022"
"Fire Breathing Ducks","fall_reg3",70,290,3,10,"oce","2021-2022"
"Fire Breathing Ducks","fall_maj",0,290,4,10,"oce","2021-2022"
"Fire Breathing Ducks","win_reg1",-290,0,5,27,"oce","2021-2022"
"Fire Breathing Ducks","win_reg2",0,0,6,28,"oce","2021-2022"
"Fire Breathing Ducks","win_reg3",0,0,7,30,"oce","2021-2022"
"Fire Breathing Ducks","win_maj",0,0,8,28,"oce","2021-2022"
"Fire Breathing Ducks","spr_reg1",0,0,9,30,"oce","2021-2022"
"Fire Breathing Ducks","spr_reg2",0,0,10,29,"oce","2021-2022"
"Fire Breathing Ducks","spr_reg3",0,0,11,29,"oce","2021-2022"
"Fire Breathing Ducks","spr_maj",0,0,12,29,"oce","2021-2022"
"GUECAW","fall_reg1",0,0,1,24,"oce","2021-2022"
"GUECAW","fall_reg2",0,0,2,25,"oce","2021-2022"
"GUECAW","fall_reg3",40,40,3,20,"oce","2021-2022"
"GUECAW","fall_maj",-40,0,4,27,"oce","2021-2022"
"GUECAW","win_reg1",0,0,5,29,"oce","2021-2022"
"GUECAW","win_reg2",0,0,6,30,"oce","2021-2022"
"GUECAW","win_reg3",0,0,7,32,"oce","2021-2022"
"GUECAW","win_maj",0,0,8,30,"oce","2021-2022"
"GUECAW","spr_reg1",0,0,9,31,"oce","2021-2022"
"GUECAW","spr_reg2",0,0,10,30,"oce","2021-2022"
"GUECAW","spr_reg3",0,0,11,30,"oce","2021-2022"
"GUECAW","spr_maj",0,0,12,30,"oce","2021-2022"
"Just Go For It","fall_reg1",0,0,1,25,"oce","2021-2022"
"Just Go For It","fall_reg2",0,0,2,26,"oce","2021-2022"
"Just Go For It","fall_reg3",0,0,3,28,"oce","2021-2022"
"Just Go For It","fall_maj",0,0,4,28,"oce","2021-2022"
"Just Go For It","win_reg1",0,0,5,30,"oce","2021-2022"
"Just Go For It","win_reg2",0,0,6,31,"oce","2021-2022"
"Just Go For It","win_reg3",60,60,7,22,"oce","2021-2022"
"Just Go For It","win_maj",0,60,8,20,"oce","2021-2022"
"Just Go For It","spr_reg1",0,60,9,20,"oce","2021-2022"
"Just Go For It","spr_reg2",-60,0,10,31,"oce","2021-2022"
"Just Go For It","spr_reg3",0,0,11,31,"oce","2021-2022"
"Just Go For It","spr_maj",0,0,12,31,"oce","2021-2022"
"Rent Free","fall_reg1",0,0,1,27,"oce","2021-2022"
"Rent Free","fall_reg2",0,0,2,28,"oce","2021-2022"
"Rent Free","fall_reg3",0,0,3,30,"oce","2021-2022"
"Rent Free","fall_maj",0,0,4,30,"oce","2021-2022"
"Rent Free","win_reg1",0,0,5,32,"oce","2021-2022"
"Rent Free","win_reg2",0,0,6,33,"oce","2021-2022"
"Rent Free","win_reg3",0,0,7,34,"oce","2021-2022"
"Rent Free","win_maj",0,0,8,32,"oce","2021-2022"
"Rent Free","spr_reg1",130,130,9,15,"oce","2021-2022"
"Rent Free","spr_reg2",0,130,10,16,"oce","2021-2022"
"Rent Free","spr_reg3",-130,0,11,32,"oce","2021-2022"
"Rent Free","spr_maj",0,0,12,32,"oce","2021-2022"
"The CEOs","fall_reg1",0,0,1,30,"oce","2021-2022"
"The CEOs","fall_reg2",0,0,2,31,"oce","2021-2022"
"The CEOs","fall_reg3",0,0,3,32,"oce","2021-2022"
"The CEOs","fall_maj",0,0,4,32,"oce","2021-2022"
"The CEOs","win_reg1",0,0,5,33,"oce","2021-2022"
"The CEOs","win_reg2",60,60,6,20,"oce","2021-2022"
"The CEOs","win_reg3",60,120,7,18,"oce","2021-2022"
"The CEOs","win_maj",0,120,8,16,"oce","2021-2022"
"The CEOs","spr_reg1",-60,60,9,21,"oce","2021-2022"
"The CEOs","spr_reg2",0,60,10,21,"oce","2021-2022"
"The CEOs","spr_reg3",0,60,11,21,"oce","2021-2022"
"The CEOs","spr_maj",0,60,12,21,"oce","2021-2022"
"The Grogans","fall_reg1",110,110,1,11,"oce","2021-2022"
"The Grogans","fall_reg2",70,180,2,11,"oce","2021-2022"
"The Grogans","fall_reg3",150,330,3,8,"oce","2021-2022"
"The Grogans","fall_maj",0,330,4,8,"oce","2021-2022"
"The Grogans","win_reg1",-220,110,5,18,"oce","2021-2022"
"The Grogans","win_reg2",0,110,6,19,"oce","2021-2022"
"The Grogans","win_reg3",0,110,7,20,"oce","2021-2022"
"The Grogans","win_maj",0,110,8,18,"oce","2021-2022"
"The Grogans","spr_reg1",0,110,9,17,"oce","2021-2022"
"The Grogans","spr_reg2",0,110,10,18,"oce","2021-2022"
"The Grogans","spr_reg3",0,110,11,20,"oce","2021-2022"
"The Grogans","spr_maj",0,110,12,20,"oce","2021-2022"
"The Sussmen","fall_reg1",0,0,1,33,"oce","2021-2022"
"The Sussmen","fall_reg2",0,0,2,34,"oce","2021-2022"
"The Sussmen","fall_reg3",0,0,3,35,"oce","2021-2022"
"The Sussmen","fall_maj",0,0,4,35,"oce","2021-2022"
"The Sussmen","win_reg1",60,60,5,20,"oce","2021-2022"
"The Sussmen","win_reg2",0,60,6,21,"oce","2021-2022"
"The Sussmen","win_reg3",0,60,7,23,"oce","2021-2022"
"The Sussmen","win_maj",-60,0,8,34,"oce","2021-2022"
"The Sussmen","spr_reg1",0,0,9,33,"oce","2021-2022"
"The Sussmen","spr_reg2",0,0,10,33,"oce","2021-2022"
"The Sussmen","spr_reg3",0,0,11,33,"oce","2021-2022"
"The Sussmen","spr_maj",0,0,12,33,"oce","2021-2022"
"Wazooo","fall_reg1",0,0,1,35,"oce","2021-2022"
"Wazooo","fall_reg2",110,110,2,15,"oce","2021-2022"
"Wazooo","fall_reg3",70,180,3,13,"oce","2021-2022"
"Wazooo","fall_maj",0,180,4,13,"oce","2021-2022"
"Wazooo","win_reg1",0,180,5,13,"oce","2021-2022"
"Wazooo","win_reg2",0,180,6,15,"oce","2021-2022"
"Wazooo","win_reg3",0,180,7,14,"oce","2021-2022"
"Wazooo","win_maj",0,180,8,14,"oce","2021-2022"
"Wazooo","spr_reg1",-180,0,9,34,"oce","2021-2022"
"Wazooo","spr_reg2",0,0,10,34,"oce","2021-2022"
"Wazooo","spr_reg3",0,0,11,34,"oce","2021-2022"
"Wazooo","spr_maj",0,0,12,34,"oce","2021-2022"
"Wildcard Gaming","fall_reg1",150,150,1,8,"oce","2021-2022"
"Wildcard Gaming","fall_reg2",70,220,2,10,"oce","2021-2022"
"Wildcard Gaming","fall_reg3",110,330,3,9,"oce","2021-2022"
"Wildcard Gaming","fall_maj",0,330,4,9,"oce","2021-2022"
"Wildcard Gaming","win_reg1",190,520,5,8,"oce","2021-2022"
"Wildcard Gaming","win_reg2",110,630,6,8,"oce","2021-2022"
"Wildcard Gaming","win_reg3",-630,0,7,35,"oce","2021-2022"
"Wildcard Gaming","win_maj",0,0,8,35,"oce","2021-2022"
"Wildcard Gaming","spr_reg1",0,0,9,35,"oce","2021-2022"
"Wildcard Gaming","spr_reg2",0,0,10,35,"oce","2021-2022"
"Wildcard Gaming","spr_reg3",0,0,11,35,"oce","2021-2022"
"Wildcard Gaming","spr_maj",0,0,12,35,"oce","2021-2022"
"FURIA Esports","fall_reg1",301,301,1,1,"sam","2021-2022"
"FURIA Esports","fall_reg2",150,451,2,2,"sam","2021-2022"
"FURIA Esports","fall_reg3",301,752,3,1,"sam","2021-2022"
"FURIA Esports","fall_maj",140,892,4,1,"sam","2021-2022"
"FURIA Esports","win_reg1",160,1052,5,1,"sam","2021-2022"
"FURIA Esports","win_reg2",351,1403,6,1,"sam","2021-2022"
"FURIA Esports","win_reg3",351,1754,7,1,"sam","2021-2022"
"FURIA Esports","win_maj",380,2134,8,1,"sam","2021-2022"
"FURIA Esports","spr_reg1",300,2434,9,1,"sam","2021-2022"
"FURIA Esports","spr_reg2",401,2835,10,1,"sam","2021-2022"
"FURIA Esports","spr_reg3",401,3236,11,1,"sam","2021-2022"
"FURIA Esports","spr_maj",420,3656,12,1,"sam","2021-2022"
"Team Secret","fall_reg1",250,250,1,2,"sam","2021-2022"
"Team Secret","fall_reg2",200,450,2,3,"sam","2021-2022"
"Team Secret","fall_reg3",200,650,3,3,"sam","2021-2022"
"Team Secret","fall_maj",0,650,4,3,"sam","2021-2022"
"Team Secret","win_reg1",351,1001,5,2,"sam","2021-2022"
"Team Secret","win_reg2",300,1301,6,2,"sam","2021-2022"
"Team Secret","win_reg3",220,1521,7,3,"sam","2021-2022"
"Team Secret","win_maj",120,1641,8,2,"sam","2021-2022"
"Team Secret","spr_reg1",401,2042,9,2,"sam","2021-2022"
"Team Secret","spr_reg2",300,2342,10,2,"sam","2021-2022"
"Team Secret","spr_reg3",300,2642,11,2,"sam","2021-2022"
"Team Secret","spr_maj",260,2902,12,2,"sam","2021-2022"
"The Club","fall_reg1",200,200,1,4,"sam","2021-2022"
"The Club","fall_reg2",301,501,2,1,"sam","2021-2022"
"The Club","fall_reg3",150,651,3,2,"sam","2021-2022"
"The Club","fall_maj",80,731,4,2,"sam","2021-2022"
"The Club","win_reg1",260,991,5,3,"sam","2021-2022"
"The Club","win_reg2",260,1251,6,3,"sam","2021-2022"
"The Club","win_reg3",300,1551,7,2,"sam","2021-2022"
"The Club","win_maj",0,1551,8,3,"sam","2021-2022"
"The Club","spr_reg1",250,1801,9,3,"sam","2021-2022"
"The Club","spr_reg2",350,2151,10,3,"sam","2021-2022"
"The Club","spr_reg3",350,2501,11,3,"sam","2021-2022"
"The Club","spr_maj",0,2501,12,3,"sam","2021-2022"
"KRÜ Esports","fall_reg1",0,0,1,23,"sam","2021-2022"
"KRÜ Esports","fall_reg2",0,0,2,23,"sam","2021-2022"
"KRÜ Esports","fall_reg3",0,0,3,24,"sam","2021-2022"
"KRÜ Esports","fall_maj",0,0,4,24,"sam","2021-2022"
"KRÜ Esports","win_reg1",300,300,5,11,"sam","2021-2022"
"KRÜ Esports","win_reg2",190,490,6,9,"sam","2021-2022"
"KRÜ Esports","win_reg3",190,680,7,8,"sam","2021-2022"
"KRÜ Esports","win_maj",0,680,8,7,"sam","2021-2022"
"KRÜ Esports","spr_reg1",350,1030,9,7,"sam","2021-2022"
"KRÜ Esports","spr_reg2",250,1280,10,6,"sam","2021-2022"
"KRÜ Esports","spr_reg3",250,1530,11,4,"sam","2021-2022"
"KRÜ Esports","spr_maj",0,1530,12,4,"sam","2021-2022"
"EndGame","fall_reg1",150,150,1,5,"sam","2021-2022"
"EndGame","fall_reg2",110,260,2,8,"sam","2021-2022"
"EndGame","fall_reg3",250,510,3,5,"sam","2021-2022"
"EndGame","fall_maj",0,510,4,5,"sam","2021-2022"
"EndGame","win_reg1",110,620,5,7,"sam","2021-2022"
"EndGame","win_reg2",110,730,6,7,"sam","2021-2022"
"EndGame","win_reg3",260,990,7,5,"sam","2021-2022"
"EndGame","win_maj",0,990,8,5,"sam","2021-2022"
"EndGame","spr_reg1",210,1200,9,4,"sam","2021-2022"
"EndGame","spr_reg2",180,1380,10,4,"sam","2021-2022"
"EndGame","spr_reg3",130,1510,11,5,"sam","2021-2022"
"EndGame","spr_maj",0,1510,12,5,"sam","2021-2022"
"Hawks","fall_reg1",200,200,1,3,"sam","2021-2022"
"Hawks","fall_reg2",150,350,2,5,"sam","2021-2022"
"Hawks","fall_reg3",110,460,3,7,"sam","2021-2022"
"Hawks","fall_maj",0,460,4,7,"sam","2021-2022"
"Hawks","win_reg1",220,680,5,6,"sam","2021-2022"
"Hawks","win_reg2",60,740,6,6,"sam","2021-2022"
"Hawks","win_reg3",190,930,7,6,"sam","2021-2022"
"Hawks","win_maj",0,930,8,6,"sam","2021-2022"
"Hawks","spr_reg1",130,1060,9,6,"sam","2021-2022"
"Hawks","spr_reg2",210,1270,10,7,"sam","2021-2022"
"Hawks","spr_reg3",180,1450,11,6,"sam","2021-2022"
"Hawks","spr_maj",0,1450,12,6,"sam","2021-2022"
"Vipers eSports","fall_reg1",150,150,1,8,"sam","2021-2022"
"Vipers eSports","fall_reg2",200,350,2,6,"sam","2021-2022"
"Vipers eSports","fall_reg3",150,500,3,6,"sam","2021-2022"
"Vipers eSports","fall_maj",0,500,4,6,"sam","2021-2022"
"Vipers eSports","win_reg1",190,690,5,5,"sam","2021-2022"
"Vipers eSports","win_reg2",160,850,6,4,"sam","2021-2022"
"Vipers eSports","win_reg3",160,1010,7,4,"sam","2021-2022"
"Vipers eSports","win_maj",0,1010,8,4,"sam","2021-2022"
"Vipers eSports","spr_reg1",180,1190,9,5,"sam","2021-2022"
"Vipers eSports","spr_reg2",130,1320,10,5,"sam","2021-2022"
"Vipers eSports","spr_reg3",130,1450,11,7,"sam","2021-2022"
"Vipers eSports","spr_maj",0,1450,12,7,"sam","2021-2022"
"Leviatán","fall_reg1",70,70,1,13,"sam","2021-2022"
"Leviatán","fall_reg2",70,140,2,13,"sam","2021-2022"
"Leviatán","fall_reg3",150,290,3,12,"sam","2021-2022"
"Leviatán","fall_maj",0,290,4,12,"sam","2021-2022"
"Leviatán","win_reg1",110,400,5,8,"sam","2021-2022"
"Leviatán","win_reg2",110,510,6,8,"sam","2021-2022"
"Leviatán","win_reg3",110,620,7,9,"sam","2021-2022"
"Leviatán","win_maj",0,620,8,8,"sam","2021-2022"
"Leviatán","spr_reg1",180,800,9,8,"sam","2021-2022"
"Leviatán","spr_reg2",180,980,10,8,"sam","2021-2022"
"Leviatán","spr_reg3",210,1190,11,8,"sam","2021-2022"
"Leviatán","spr_maj",0,1190,12,8,"sam","2021-2022"
"Atypical","fall_reg1",0,0,1,17,"sam","2021-2022"
"Atypical","fall_reg2",0,0,2,18,"sam","2021-2022"
"Atypical","fall_reg3",0,0,3,18,"sam","2021-2022"
"Atypical","fall_maj",0,0,4,18,"sam","2021-2022"
"Atypical","win_reg1",0,0,5,18,"sam","2021-2022"
"Atypical","win_reg2",190,190,6,14,"sam","2021-2022"
"Atypical","win_reg3",110,300,7,13,"sam","2021-2022"
"Atypical","win_maj",0,300,8,11,"sam","2021-2022"
"Atypical","spr_reg1",130,430,9,10,"sam","2021-2022"
"Atypical","spr_reg2",210,640,10,10,"sam","2021-2022"
"Atypical","spr_reg3",80,720,11,9,"sam","2021-2022"
"Atypical","spr_maj",0,720,12,9,"sam","2021-2022"
"Hallzs","fall_reg1",110,110,1,10,"sam","2021-2022"
"Hallzs","fall_reg2",70,180,2,12,"sam","2021-2022"
"Hallzs","fall_reg3",70,250,3,13,"sam","2021-2022"
"Hallzs","fall_maj",0,250,4,13,"sam","2021-2022"
"Hallzs","win_reg1",110,360,5,10,"sam","2021-2022"
"Hallzs","win_reg2",110,470,6,10,"sam","2021-2022"
"Hallzs","win_reg3",60,530,7,10,"sam","2021-2022"
"Hallzs","win_maj",0,530,8,9,"sam","2021-2022"
"Hallzs","spr_reg1",80,610,9,9,"sam","2021-2022"
"Hallzs","spr_reg2",80,690,10,9,"sam","2021-2022"
"Hallzs","spr_reg3",0,690,11,10,"sam","2021-2022"
"Hallzs","spr_maj",0,690,12,10,"sam","2021-2022"
"Novus Aevi","fall_reg1",0,0,1,27,"sam","2021-2022"
"Novus Aevi","fall_reg2",0,0,2,27,"sam","2021-2022"
"Novus Aevi","fall_reg3",0,0,3,27,"sam","2021-2022"
"Novus Aevi","fall_maj",0,0,4,27,"sam","2021-2022"
"Novus Aevi","win_reg1",0,0,5,26,"sam","2021-2022"
"Novus Aevi","win_reg2",0,0,6,29,"sam","2021-2022"
"Novus Aevi","win_reg3",0,0,7,29,"sam","2021-2022"
"Novus Aevi","win_maj",0,0,8,27,"sam","2021-2022"
"Novus Aevi","spr_reg1",210,210,9,13,"sam","2021-2022"
"Novus Aevi","spr_reg2",80,290,10,13,"sam","2021-2022"
"Novus Aevi","spr_reg3",210,500,11,12,"sam","2021-2022"
"Novus Aevi","spr_maj",0,500,12,12,"sam","2021-2022"
"Team Tooth","fall_reg1",0,0,1,31,"sam","2021-2022"
"Team Tooth","fall_reg2",0,0,2,31,"sam","2021-2022"
"Team Tooth","fall_reg3",0,0,3,31,"sam","2021-2022"
"Team Tooth","fall_maj",0,0,4,31,"sam","2021-2022"
"Team Tooth","win_reg1",0,0,5,32,"sam","2021-2022"
"Team Tooth","win_reg2",0,0,6,32,"sam","2021-2022"
"Team Tooth","win_reg3",0,0,7,32,"sam","2021-2022"
"Team Tooth","win_maj",0,0,8,32,"sam","2021-2022"
"Team Tooth","spr_reg1",80,80,9,17,"sam","2021-2022"
"Team Tooth","spr_reg2",130,210,10,14,"sam","2021-2022"
"Team Tooth","spr_reg3",180,390,11,13,"sam","2021-2022"
"Team Tooth","spr_maj",0,390,12,13,"sam","2021-2022"
"True Neutral","fall_reg1",0,0,1,33,"sam","2021-2022"
"True Neutral","fall_reg2",0,0,2,33,"sam","2021-2022"
"True Neutral","fall_reg3",0,0,3,33,"sam","2021-2022"
"True Neutral","fall_maj",0,0,4,33,"sam","2021-2022"
"True Neutral","win_reg1",60,60,5,17,"sam","2021-2022"
"True Neutral","win_reg2",0,60,6,21,"sam","2021-2022"
"True Neutral","win_reg3",0,60,7,22,"sam","2021-2022"
"True Neutral","win_maj",0,60,8,14,"sam","2021-2022"
"True Neutral","spr_reg1",130,190,9,14,"sam","2021-2022"
"True Neutral","spr_reg2",0,190,10,15,"sam","2021-2022"
"True Neutral","spr_reg3",130,320,11,15,"sam","2021-2022"
"True Neutral","spr_maj",0,320,12,15,"sam","2021-2022"
"The Three Sins","fall_reg1",0,0,1,32,"sam","2021-2022"
"The Three Sins","fall_reg2",0,0,2,32,"sam","2021-2022"
"The Three Sins","fall_reg3",0,0,3,32,"sam","2021-2022"
"The Three Sins","fall_maj",0,0,4,32,"sam","2021-2022"
"The Three Sins","win_reg1",0,0,5,33,"sam","2021-2022"
"The Three Sins","win_reg2",0,0,6,33,"sam","2021-2022"
"The Three Sins","win_reg3",0,0,7,33,"sam","2021-2022"
"The Three Sins","win_maj",0,0,8,33,"sam","2021-2022"
"The Three Sins","spr_reg1",0,0,9,33,"sam","2021-2022"
"The Three Sins","spr_reg2",130,130,10,17,"sam","2021-2022"
"The Three Sins","spr_reg3",80,210,11,17,"sam","2021-2022"
"The Three Sins","spr_maj",0,210,12,17,"sam","2021-2022"
"Elevate","fall_reg1",110,110,1,9,"sam","2021-2022"
"Elevate","fall_reg2",250,360,2,4,"sam","2021-2022"
"Elevate","fall_reg3",200,560,3,4,"sam","2021-2022"
"Elevate","fall_maj",0,560,4,4,"sam","2021-2022"
"Elevate","win_reg1",160,720,5,4,"sam","2021-2022"
"Elevate","win_reg2",60,780,6,5,"sam","2021-2022"
"Elevate","win_reg3",110,890,7,7,"sam","2021-2022"
"Elevate","win_maj",-890,0,8,18,"sam","2021-2022"
"Elevate","spr_reg1",80,80,9,16,"sam","2021-2022"
"Elevate","spr_reg2",80,160,10,16,"sam","2021-2022"
"Elevate","spr_reg3",130,290,11,16,"sam","2021-2022"
"Elevate","spr_maj",0,290,12,16,"sam","2021-2022"
"balaio beautiful","fall_reg1",0,0,1,18,"sam","2021-2022"
"balaio beautiful","fall_reg2",0,0,2,19,"sam","2021-2022"
"balaio beautiful","fall_reg3",0,0,3,19,"sam","2021-2022"
"balaio beautiful","fall_maj",0,0,4,19,"sam","2021-2022"
"balaio beautiful","win_reg1",0,0,5,19,"sam","2021-2022"
"balaio beautiful","win_reg2",0,0,6,22,"sam","2021-2022"
"balaio beautiful","win_reg3",0,0,7,23,"sam","2021-2022"
"balaio beautiful","win_maj",0,0,8,15,"sam","2021-2022"
"balaio beautiful","spr_reg1",80,80,9,15,"sam","2021-2022"
"balaio beautiful","spr_reg2",-80,0,10,19,"sam","2021-2022"
"balaio beautiful","spr_reg3",80,80,11,18,"sam","2021-2022"
"balaio beautiful","spr_maj",0,80,12,18,"sam","2021-2022"
"Bronx","fall_reg1",0,0,1,19,"sam","2021-2022"
"Bronx","fall_reg2",0,0,2,20,"sam","2021-2022"
"Bronx","fall_reg3",0,0,3,20,"sam","2021-2022"
"Bronx","fall_maj",0,0,4,20,"sam","2021-2022"
"Bronx","win_reg1",0,0,5,20,"sam","2021-2022"
"Bronx","win_reg2",0,0,6,23,"sam","2021-2022"
"Bronx","win_reg3",0,0,7,24,"sam","2021-2022"
"Bronx","win_maj",0,0,8,16,"sam","2021-2022"
"Bronx","spr_reg1",0,0,9,18,"sam","2021-2022"
"Bronx","spr_reg2",80,80,10,18,"sam","2021-2022"
"Bronx","spr_reg3",0,80,11,19,"sam","2021-2022"
"Bronx","spr_maj",0,80,12,19,"sam","2021-2022"
"Team Disorder","fall_reg1",110,110,1,11,"sam","2021-2022"
"Team Disorder","fall_reg2",110,220,2,11,"sam","2021-2022"
"Team Disorder","fall_reg3",110,330,3,11,"sam","2021-2022"
"Team Disorder","fall_maj",0,330,4,11,"sam","2021-2022"
"Team Disorder","win_reg1",-330,0,5,30,"sam","2021-2022"
"Team Disorder","win_reg2",220,220,6,13,"sam","2021-2022"
"Team Disorder","win_reg3",60,280,7,14,"sam","2021-2022"
"Team Disorder","win_maj",0,280,8,12,"sam","2021-2022"
"Team Disorder","spr_reg1",130,410,9,11,"sam","2021-2022"
"Team Disorder","spr_reg2",130,540,10,11,"sam","2021-2022"
"Team Disorder","spr_reg3",80,620,11,11,"sam","2021-2022"
"Team Disorder","spr_maj",0,620,12,11,"sam","2021-2022"
"Los Malvekes","fall_reg1",0,0,1,26,"sam","2021-2022"
"Los Malvekes","fall_reg2",0,0,2,26,"sam","2021-2022"
"Los Malvekes","fall_reg3",0,0,3,26,"sam","2021-2022"
"Los Malvekes","fall_maj",0,0,4,26,"sam","2021-2022"
